age,eduyrs,home,skills,daily,inc4
55,14,Yes,9,1,Mid-low
52,8,Yes,0,0,Mid-low
56,9,Yes,6,1,Mid-high
86,9,No,0,0,Mid-low
48,10,Yes,9,1,Lowest
43,16,Yes,9,1,Lowest
40,10,Yes,6,0,Lowest
58,12,Yes,7,1,Mid-high
43,11,Yes,12,1,Highest
66,8,Yes,1,0,Mid-high
23,10,Yes,10,1,Lowest
40,15,Yes,999,1,Lowest
23,10,Yes,12,1,Lowest
74,6,Yes,6,0,Highest
32,17,Yes,9,1,Mid-high
81,10,Yes,4,0,Lowest
50,9,Yes,12,1,Lowest
39,16,Yes,12,1,Mid-high
65,9,No,0,0,Lowest
42,19,Yes,12,1,Highest
36,18,Yes,10,1,Mid-low
73,9,Yes,6,0,Mid-low
29,17,Yes,12,1,Lowest
60,10,Yes,12,0,Lowest
31,9,Yes,9,1,Highest
55,8,Yes,1,1,Mid-low
47,12,Yes,12,1,Highest
72,15,Yes,4,1,Mid-high
64,18,Yes,9,1,Highest
35,9,Yes,7,1,Lowest
18,12,Yes,9,1,Highest
67,0,Yes,0,0,Mid-low
41,15,Yes,8,1,Mid-high
75,15,Yes,0,0,Mid-low
21,15,Yes,11,1,Mid-high
66,9,Yes,1,1,Lowest
31,9,Yes,9,1,Mid-low
24,15,Yes,12,1,Highest
66,9,Yes,6,0,Mid-low
20,9,Yes,3,1,Mid-low
57,5,Yes,0,1,Mid-low
24,11,Yes,7,1,Mid-high
64,8,Yes,9,1,Highest
36,10,Yes,6,1,Mid-high
75,13,Yes,6,0,Mid-high
69,12,Yes,4,1,Mid-low
23,9,Yes,9,1,Highest
32,10,Yes,8,1,Lowest
20,9,Yes,6,0,Lowest
62,22,Yes,9,1,Lowest
64,9,Yes,12,1,Highest
51,10,Yes,12,1,Mid-low
71,12,Yes,10,0,Mid-low
49,10,Yes,9,1,Mid-high
54,18,Yes,7,1,Lowest
76,10,Yes,7,1,Mid-low
66,9,Yes,0,0,Lowest
39,13,Yes,6,1,Lowest
84,9,No,0,0,Lowest
44,9,No,9,1,Mid-high
52,13,Yes,9,1,Highest
75,17,Yes,5,1,Highest
36,22,Yes,9,1,Highest
44,16,Yes,5,1,Lowest
90,9,No,0,0,Lowest
64,9,Yes,6,0,Lowest
28,16,Yes,12,1,Lowest
25,9,Yes,9,1,Lowest
35,9,Yes,9,1,Lowest
50,9,Yes,9,1,Lowest
59,9,Yes,12,1,Mid-high
67,8,Yes,6,0,Mid-high
47,17,Yes,12,1,Mid-high
49,13,Yes,12,1,Highest
43,21,Yes,9,1,Lowest
35,10,Yes,10,1,Mid-high
73,14,No,0,0,Lowest
29,16,Yes,12,1,Mid-high
27,9,Yes,12,1,Lowest
41,17,Yes,12,1,Highest
64,9,Yes,0,0,Mid-high
66,1,Yes,8,1,Lowest
72,9,Yes,5,0,Lowest
62,10,Yes,6,1,Mid-high
53,10,Yes,9,1,Mid-high
80,9,Yes,6,1,Lowest
34,20,Yes,12,1,Mid-high
47,8,Yes,7,1,Lowest
57,9,Yes,6,1,Mid-low
40,20,Yes,8,1,Highest
29,9,Yes,9,1,Mid-high
54,11,Yes,9,1,Highest
60,16,Yes,9,1,Mid-high
65,12,Yes,5,0,Mid-high
68,9,Yes,6,1,Mid-low
27,18,Yes,12,1,Mid-high
33,12,Yes,9,1,Mid-low
31,13,Yes,6,0,Lowest
47,3,Yes,6,0,Lowest
70,14,Yes,9,1,Lowest
27,9,Yes,12,1,Mid-low
31,17,Yes,9,1,Mid-high
36,16,Yes,11,1,Mid-low
35,13,Yes,7,1,Mid-high
55,8,Yes,9,1,Lowest
22,12,Yes,12,1,Mid-high
51,12,Yes,6,0,Lowest
73,12,Yes,8,1,Lowest
79,17,Yes,12,0,Mid-low
18,11,Yes,7,1,Mid-high
41,7,Yes,4,0,Lowest
22,15,Yes,0,999,Highest
24,11,Yes,9,1,Lowest
56,9,Yes,6,1,Highest
36,10,Yes,6,1,Mid-high
29,12,Yes,8,1,Mid-low
38,21,Yes,9,1,Mid-high
37,11,Yes,12,1,Lowest
29,14,Yes,12,1,Highest
63,8,Yes,5,0,Mid-low
28,15,Yes,12,1,Lowest
76,12,Yes,3,1,Lowest
28,13,No,6,1,Mid-high
62,13,Yes,0,1,Lowest
52,5,Yes,7,1,Highest
36,12,Yes,12,1,Highest
33,3,Yes,6,1,Mid-high
33,17,Yes,12,1,Mid-high
45,9,Yes,12,1,Mid-high
22,11,Yes,7,1,Highest
35,9,Yes,12,1,Mid-low
83,20,Yes,8,1,Lowest
57,15,Yes,10,1,Mid-low
56,9,Yes,9,1,Highest
57,15,Yes,8,1,Mid-high
35,9,Yes,9,1,Highest
41,12,Yes,6,1,Mid-high
40,20,Yes,9,1,Mid-high
61,10,Yes,6,1,Mid-low
76,9,Yes,9,1,Mid-low
50,18,Yes,4,1,Mid-low
33,15,Yes,8,1,Highest
34,9,No,6,1,Mid-low
60,8,Yes,6,1,Highest
56,17,Yes,12,1,Highest
19,16,Yes,6,1,Highest
30,0,Yes,7,0,Lowest
21,12,Yes,12,1,Mid-high
44,9,Yes,5,1,Mid-high
41,12,Yes,9,1,Mid-high
28,19,Yes,12,1,Mid-low
33,9,Yes,12,1,Mid-high
90,8,No,0,0,Lowest
75,20,Yes,10,1,Mid-low
28,9,Yes,12,1,Highest
86,9,No,0,0,Lowest
39,10,Yes,9,1,Lowest
51,9,Yes,6,1,Lowest
64,8,Yes,5,0,Mid-low
76,8,Yes,1,0,Mid-low
39,16,Yes,12,1,Mid-high
73,14,Yes,8,1,Highest
88,9,No,0,0,Mid-low
55,18,Yes,12,0,Mid-low
50,9,Yes,12,1,Mid-high
45,9,Yes,12,1,Mid-high
65,9,Yes,9,1,Lowest
28,12,Yes,10,1,Lowest
33,16,Yes,9,1,Lowest
18,10,Yes,8,1,Mid-high
31,9,Yes,10,1,Lowest
32,9,Yes,4,1,Lowest
37,18,Yes,12,1,Highest
39,9,Yes,6,1,Lowest
77,9,Yes,12,1,Mid-high
60,9,Yes,7,1,Highest
70,8,Yes,3,1,Lowest
65,18,Yes,8,1,Mid-high
67,9,Yes,6,1,Mid-low
32,11,Yes,8,1,Mid-high
44,12,Yes,11,1,Mid-high
27,12,Yes,12,1,Highest
47,9,Yes,12,1,Mid-low
53,17,Yes,7,1,Highest
61,14,Yes,6,1,Mid-high
81,14,Yes,9,1,Mid-low
87,8,Yes,5,1,Lowest
54,9,No,8,1,Mid-low
60,9,Yes,5,0,Mid-high
70,9,Yes,5,1,Mid-high
35,20,Yes,7,1,Lowest
39,23,Yes,12,1,Mid-low
76,8,Yes,3,0,Lowest
43,11,Yes,9,1,Mid-high
66,10,Yes,6,1,Lowest
39,15,Yes,12,1,Mid-high
34,10,Yes,8,1,Mid-high
72,9,No,0,0,Lowest
24,15,Yes,10,1,Mid-low
67,10,Yes,9,1,Lowest
63,13,Yes,9,1,Lowest
27,9,Yes,9,1,Mid-high
64,9,Yes,12,1,Mid-high
77,16,Yes,9,0,Mid-low
52,9,Yes,9,1,Mid-low
49,9,Yes,6,0,Mid-low
19,13,Yes,5,0,Highest
25,17,Yes,8,1,Lowest
59,9,Yes,12,1,Mid-high
56,9,Yes,12,1,Mid-high
75,9,Yes,5,0,Mid-low
36,13,Yes,12,1,Mid-high
57,9,Yes,12,1,Mid-high
76,10,Yes,5,1,Mid-low
65,9,Yes,8,0,Mid-high
65,8,Yes,2,1,Lowest
23,13,Yes,5,1,Highest
26,10,Yes,9,1,Mid-low
40,20,Yes,5,1,Mid-low
64,9,Yes,6,1,Lowest
22,15,Yes,8,1,Mid-high
66,9,Yes,6,0,Mid-high
40,14,Yes,9,1,Highest
25,9,Yes,12,1,Highest
42,17,Yes,6,1,Mid-high
28,15,Yes,12,1,Mid-high
48,18,Yes,8,0,Mid-low
33,10,Yes,5,1,Highest
49,9,Yes,9,1,Mid-low
30,18,Yes,12,0,Mid-high
74,12,Yes,7,1,Highest
67,8,Yes,6,1,Lowest
65,9,Yes,6,1,Mid-high
54,14,No,12,1,Mid-high
35,1,Yes,8,1,Mid-high
76,8,No,1,0,Lowest
39,9,Yes,9,1,Mid-low
62,9,Yes,12,1,Mid-low
42,13,Yes,6,1,Mid-high
50,9,Yes,9,1,Mid-high
73,9,Yes,9,1,Mid-high
33,17,Yes,8,1,Highest
58,8,Yes,2,0,Lowest
40,17,Yes,8,1,Highest
60,9,Yes,6,1,Mid-high
20,12,Yes,9,1,Mid-low
20,10,Yes,9,1,Mid-high
62,10,Yes,12,1,Mid-low
69,8,Yes,9,1,Highest
56,12,Yes,12,1,Mid-high
21,10,Yes,9,1,Mid-high
50,9,Yes,9,0,Mid-low
63,13,Yes,11,1,Lowest
50,9,Yes,12,1,Highest
68,8,Yes,2,1,Lowest
32,13,Yes,11,1,Highest
29,10,Yes,9,1,Highest
43,11,Yes,999,1,Lowest
25,12,Yes,10,1,Lowest
57,9,Yes,9,1,Mid-high
61,9,Yes,3,1,Mid-low
59,14,Yes,6,1,Highest
74,14,Yes,9,1,Highest
66,14,Yes,9,1,Mid-low
63,10,Yes,5,1,Lowest
42,10,Yes,12,1,Mid-high
72,9,No,12,0,Lowest
18,9,Yes,9,1,Highest
41,21,Yes,12,1,Highest
39,20,Yes,9,1,Highest
58,12,Yes,8,1,Mid-high
37,19,Yes,12,1,Highest
68,9,Yes,12,1,Mid-high
42,9,Yes,0,1,Mid-high
59,11,Yes,12,1,Mid-high
72,9,No,0,0,Mid-low
22,9,Yes,12,1,Highest
57,16,Yes,11,1,Mid-high
39,9,Yes,4,1,Mid-low
43,9,Yes,3,1,Mid-low
65,9,Yes,3,0,Mid-low
76,16,Yes,9,1,Mid-high
81,11,Yes,5,0,Lowest
71,9,Yes,3,0,Mid-high
25,9,Yes,6,1,Mid-low
69,9,Yes,0,0,Mid-low
61,16,Yes,3,1,Highest
32,11,Yes,11,1,Lowest
39,9,Yes,2,1,Mid-high
68,12,No,0,0,Lowest
39,12,Yes,12,1,Mid-high
27,9,Yes,8,1,Mid-high
45,12,Yes,12,1,Highest
42,17,Yes,9,1,Mid-high
25,14,Yes,9,1,Lowest
52,6,Yes,9,1,Highest
42,12,Yes,8,1,Mid-high
54,9,Yes,9,1,Lowest
54,9,Yes,9,1,Lowest
59,12,Yes,4,1,Mid-high
69,12,Yes,6,1,Mid-high
44,18,Yes,8,1,Mid-low
60,10,Yes,8,1,Highest
53,11,Yes,8,1,Mid-high
51,7,Yes,0,0,Mid-low
63,9,Yes,6,1,Mid-low
55,10,Yes,6,0,Lowest
35,17,Yes,12,1,Highest
44,10,Yes,8,1,Lowest
43,15,Yes,6,1,Lowest
67,9,Yes,8,1,Lowest
77,14,Yes,10,1,Mid-low
74,5,Yes,9,1,Lowest
52,9,Yes,9,0,Mid-high
35,13,Yes,11,0,Highest
47,14,Yes,6,1,Lowest
37,6,Yes,6,0,Lowest
34,9,Yes,10,0,Mid-high
72,14,Yes,6,1,Mid-high
45,15,Yes,6,0,Mid-low
72,19,Yes,3,1,Mid-low
55,17,Yes,9,1,Highest
48,13,Yes,8,1,Highest
78,9,Yes,7,0,Mid-low
47,18,Yes,12,1,Highest
34,9,Yes,7,1,Mid-high
40,8,No,0,1,Lowest
70,8,Yes,7,1,Lowest
54,20,Yes,7,0,Lowest
55,9,Yes,9,1,Mid-low
19,8,Yes,10,1,Highest
38,13,Yes,9,1,Mid-high
86,19,Yes,9,1,Lowest
60,9,Yes,5,1,Mid-high
83,9,Yes,9,1,Mid-high
60,9,Yes,10,0,Mid-low
86,9,Yes,4,1,Highest
40,17,Yes,7,1,Highest
51,10,Yes,12,1,Mid-high
21,9,Yes,7,1,Highest
56,16,Yes,12,1,Highest
40,16,Yes,7,1,Mid-high
80,8,No,0,0,Lowest
55,16,Yes,9,1,Highest
73,9,Yes,6,1,Lowest
44,24,Yes,9,1,Highest
55,16,Yes,9,1,Mid-low
60,18,Yes,9,1,Highest
43,7,Yes,0,0,Lowest
33,10,Yes,9,1,Mid-high
47,10,Yes,9,1,Mid-low
60,16,Yes,9,1,Highest
63,11,Yes,9,1,Mid-high
29,9,Yes,5,1,Mid-high
37,17,Yes,9,1,Highest
58,11,Yes,9,0,Mid-low
49,10,Yes,12,1,Mid-low
33,13,Yes,6,0,Highest
53,10,Yes,6,1,Highest
68,18,Yes,12,1,Mid-low
54,9,Yes,9,1,Mid-high
42,10,Yes,6,0,Lowest
59,12,Yes,12,1,Mid-high
60,18,Yes,9,1,Mid-low
46,10,Yes,6,1,Lowest
41,13,Yes,9,1,Highest
18,14,Yes,12,1,Mid-low
56,9,Yes,12,1,Mid-high
60,8,No,0,0,Lowest
86,9,No,0,0,Lowest
56,15,No,6,0,Lowest
49,9,Yes,6,1,Mid-high
39,11,Yes,7,1,Mid-high
61,6,No,0,0,Lowest
63,9,No,8,1,Mid-high
31,20,Yes,9,1,Mid-low
45,20,Yes,12,1,Mid-high
67,9,Yes,7,1,Mid-low
46,17,Yes,12,1,Mid-high
82,9,Yes,3,1,Lowest
25,9,Yes,6,1,Highest
54,10,Yes,12,1,Mid-low
42,19,Yes,6,1,Mid-high
71,9,Yes,1,0,Mid-low
46,12,Yes,5,0,Mid-high
26,17,Yes,12,1,Lowest
58,18,Yes,12,0,Mid-low
54,10,Yes,12,1,Lowest
72,9,Yes,9,1,Mid-low
80,17,Yes,12,1,Mid-high
44,22,Yes,9,1,Highest
68,9,Yes,12,1,Lowest
60,12,Yes,12,1,Mid-high
61,13,Yes,12,1,Mid-high
69,9,No,0,0,Mid-low
33,9,Yes,9,1,Mid-low
39,9,Yes,8,1,Lowest
64,8,Yes,5,1,Mid-high
63,8,Yes,8,1,Lowest
45,18,Yes,10,1,Mid-high
31,9,Yes,8,1,Mid-high
76,14,Yes,999,1,Lowest
75,9,Yes,9,1,Lowest
38,10,Yes,9,1,Mid-high
51,18,Yes,8,1,Mid-low
57,9,Yes,7,1,Highest
63,16,Yes,10,1,Lowest
51,14,Yes,12,1,Highest
47,9,Yes,6,0,Mid-high
54,10,Yes,12,1,Mid-high
56,10,Yes,7,1,Mid-low
67,12,Yes,9,1,Mid-high
53,12,Yes,5,0,Mid-high
64,15,Yes,12,1,Mid-high
54,9,Yes,11,1,Mid-high
32,9,Yes,9,1,Mid-high
38,9,Yes,9,1,Mid-high
62,9,Yes,7,1,Mid-high
41,10,Yes,8,1,Lowest
85,12,Yes,6,1,Mid-high
63,9,No,999,0,Mid-low
61,10,Yes,9,1,Highest
51,17,Yes,9,1,Mid-high
76,14,Yes,6,0,Mid-high
36,10,Yes,8,1,Mid-low
60,9,Yes,12,1,Mid-high
21,12,Yes,9,1,Highest
51,6,Yes,9,1,Mid-high
69,8,Yes,6,1,Mid-high
25,12,Yes,7,1,Lowest
45,9,Yes,12,1,Mid-low
34,23,Yes,12,1,Mid-low
48,10,Yes,8,1,Mid-high
46,9,Yes,5,1,Mid-low
21,13,Yes,9,0,Highest
65,15,Yes,2,1,Mid-low
60,14,Yes,9,1,Highest
68,13,Yes,8,1,Highest
21,10,Yes,7,1,Highest
43,9,Yes,6,1,Mid-high
70,12,No,0,0,Mid-low
32,12,Yes,12,1,Mid-low
47,17,Yes,12,1,Mid-high
52,16,Yes,9,1,Mid-low
22,8,Yes,9,1,Mid-high
64,10,Yes,6,1,Mid-low
68,17,Yes,12,1,Mid-high
52,12,Yes,6,1,Mid-high
32,9,Yes,6,1,Mid-high
40,11,Yes,6,1,Mid-high
38,10,Yes,10,1,Highest
57,8,Yes,8,1,Mid-low
73,6,Yes,1,1,Lowest
45,11,Yes,11,1,Mid-high
55,9,Yes,3,1,Mid-high
69,14,Yes,5,1,Lowest
26,12,No,9,1,Mid-low
51,8,Yes,5,1,Mid-low
56,8,Yes,9,1,Mid-high
76,12,Yes,9,1,Lowest
46,9,Yes,7,0,Lowest
25,12,Yes,12,1,Mid-high
56,16,Yes,12,1,Highest
26,10,Yes,9,1,Lowest
65,15,Yes,7,1,Mid-high
71,9,Yes,7,0,Lowest
56,10,Yes,9,1,Mid-low
34,20,Yes,9,1,Mid-high
46,15,Yes,9,1,Mid-high
47,12,Yes,12,1,Lowest
72,12,Yes,2,0,Mid-high
33,5,Yes,12,1,Mid-low
62,14,Yes,12,1,Highest
45,9,Yes,9,1,Mid-high
46,13,Yes,4,0,Highest
33,19,Yes,6,1,Mid-high
52,9,Yes,9,1,Mid-low
50,10,Yes,6,0,Mid-high
37,9,Yes,12,1,Mid-low
51,12,Yes,12,1,Highest
64,13,Yes,3,1,Mid-high
71,10,Yes,12,1,Lowest
57,11,Yes,3,0,Mid-high
43,14,Yes,10,1,Mid-high
74,17,No,0,0,Lowest
22,12,Yes,9,0,Lowest
56,12,Yes,9,1,Lowest
38,13,Yes,12,1,Highest
82,13,No,0,0,Lowest
81,12,Yes,5,1,Lowest
64,13,Yes,1,0,Mid-high
60,11,No,0,0,Mid-low
55,8,Yes,2,1,Lowest
49,12,Yes,7,1,Lowest
51,12,Yes,9,0,Lowest
41,11,Yes,6,0,Highest
72,11,Yes,3,1,Lowest
47,11,Yes,6,0,Mid-high
57,18,Yes,9,1,Lowest
60,8,Yes,5,1,Mid-low
22,13,Yes,9,0,Mid-high
41,13,Yes,8,1,Mid-high
73,13,Yes,5,0,Mid-low
60,12,Yes,2,1,Lowest
40,13,Yes,7,1,Mid-high
84,12,Yes,5,0,Mid-low
29,13,Yes,6,1,Mid-high
23,13,Yes,12,1,Mid-high
45,13,Yes,12,0,Mid-high
51,12,Yes,11,0,Highest
27,17,Yes,9,1,Mid-low
48,12,Yes,10,1,Highest
66,12,Yes,12,1,Lowest
75,15,Yes,0,0,Mid-low
66,13,No,0,1,Mid-low
43,12,Yes,6,1,Mid-low
32,13,Yes,5,0,Mid-high
41,12,Yes,12,0,Highest
71,10,Yes,3,0,Mid-low
68,12,No,0,0,Mid-low
67,13,Yes,3,0,Mid-low
38,13,Yes,5,1,Highest
74,12,No,0,1,Lowest
32,15,Yes,12,0,Mid-high
67,13,Yes,0,1,Lowest
85,12,Yes,1,0,Mid-low
31,17,Yes,6,1,Mid-high
52,11,Yes,9,0,Mid-low
55,12,Yes,6,1,Lowest
77,13,Yes,6,1,Lowest
49,13,Yes,1,0,Lowest
82,13,Yes,2,0,Lowest
49,11,Yes,12,0,Mid-high
30,18,Yes,12,1,Highest
25,16,Yes,12,1,Mid-low
71,13,Yes,5,0,Lowest
42,17,Yes,3,1,Lowest
59,12,Yes,6,1,Lowest
43,13,Yes,9,1,Mid-high
31,12,Yes,9,1,Mid-high
33,15,Yes,6,1,Mid-high
41,14,Yes,4,0,Highest
52,12,Yes,6,1,Lowest
19,9,Yes,12,1,Mid-high
39,12,Yes,12,1,Mid-high
31,18,Yes,12,1,Mid-high
73,11,Yes,3,0,Mid-low
47,12,Yes,9,1,Highest
47,12,Yes,9,0,Highest
18,17,Yes,9,1,Mid-high
60,12,Yes,3,0,Mid-low
31,18,Yes,6,1,Mid-low
74,13,Yes,1,0,Lowest
76,10,No,2,0,Lowest
43,13,Yes,6,0,Mid-high
52,12,Yes,9,1,Highest
22,12,Yes,9,1,Lowest
20,13,Yes,9,1,Mid-high
45,13,Yes,6,1,Mid-high
72,11,No,0,0,Lowest
61,16,Yes,1,0,Mid-low
21,13,Yes,999,1,Mid-high
49,12,Yes,5,0,Mid-high
67,11,Yes,999,0,Mid-low
55,12,Yes,9,1,Mid-high
44,9,Yes,6,1,Lowest
59,12,Yes,0,0,Lowest
60,12,No,0,0,Mid-low
76,17,No,0,0,Lowest
60,14,Yes,7,1,Mid-low
26,12,No,0,0,Lowest
42,16,Yes,10,1,Highest
31,12,Yes,2,1,Lowest
78,15,Yes,6,0,Lowest
73,11,No,0,0,Lowest
73,12,Yes,4,0,Mid-high
47,12,Yes,6,1,Mid-high
76,9,No,0,0,Mid-low
21,14,Yes,12,0,Mid-high
26,14,Yes,12,1,Mid-high
22,16,Yes,6,1,Mid-low
26,13,Yes,3,1,Mid-high
35,19,Yes,9,0,Mid-high
70,13,Yes,0,0,Lowest
76,8,Yes,0,0,Lowest
19,12,Yes,12,1,Highest
58,11,Yes,6,1,Mid-high
33,13,Yes,9,0,Highest
69,12,No,0,0,Mid-low
31,11,Yes,12,1,Highest
61,12,Yes,7,1,Lowest
56,11,Yes,1,1,Lowest
74,12,Yes,0,0,Lowest
72,25,Yes,9,1,Mid-low
41,12,Yes,10,0,Lowest
48,12,Yes,6,0,Mid-high
66,12,Yes,3,1,Mid-low
49,8,No,0,0,Lowest
42,11,Yes,3,0,Mid-low
72,18,Yes,3,1,Mid-high
41,13,Yes,5,0,Mid-high
49,12,Yes,4,1,Lowest
55,12,No,0,0,Lowest
28,18,Yes,12,1,Mid-low
58,12,Yes,9,1,Mid-low
42,17,Yes,12,1,Highest
70,18,Yes,9,1,Mid-high
20,13,Yes,12,1,Lowest
69,9,Yes,0,0,Mid-low
69,17,Yes,4,0,Mid-low
38,13,Yes,12,1,Mid-high
27,15,Yes,12,0,Highest
29,17,Yes,12,1,Mid-high
71,12,Yes,3,0,Lowest
38,14,Yes,9,1,Mid-high
29,12,Yes,3,0,Mid-high
75,10,No,3,0,Lowest
42,12,Yes,9,1,Highest
68,12,Yes,6,0,Mid-low
31,12,Yes,12,1,Mid-high
39,18,Yes,8,1,Mid-high
65,12,Yes,4,0,Mid-high
67,12,Yes,6,1,Mid-low
41,12,No,0,0,Lowest
46,14,Yes,12,1,Mid-high
83,15,No,0,0,Mid-low
33,16,Yes,12,1,Mid-high
42,13,Yes,8,1,Mid-high
26,16,Yes,9,1,Lowest
71,13,Yes,5,1,Lowest
43,20,Yes,5,1,Mid-high
52,12,Yes,5,0,Mid-high
49,8,Yes,2,1,Highest
45,12,Yes,10,1,Mid-low
32,13,Yes,9,1,Mid-low
43,14,Yes,10,1,Lowest
76,18,No,0,0,Mid-low
31,13,Yes,6,1,Mid-high
30,18,Yes,9,1,Mid-high
58,9,No,5,0,Mid-high
61,17,Yes,12,1,Mid-high
56,12,Yes,3,0,Mid-low
54,18,Yes,12,1,Mid-high
25,13,Yes,9,1,Highest
21,12,Yes,10,1,Mid-high
43,14,No,6,0,Lowest
58,12,Yes,6,0,Mid-low
28,18,Yes,12,0,Highest
60,13,Yes,6,0,Lowest
33,13,Yes,12,1,Highest
33,21,Yes,5,1,Mid-high
71,22,Yes,9,1,Mid-high
24,14,Yes,10,0,Mid-low
78,10,Yes,5,0,Lowest
77,13,Yes,12,1,Mid-high
24,18,Yes,11,1,Mid-high
30,12,Yes,3,1,Lowest
56,13,Yes,1,0,Highest
69,14,Yes,7,1,Mid-low
38,21,Yes,12,1,Mid-low
57,9,Yes,9,0,Mid-low
61,18,Yes,12,1,Mid-high
66,13,Yes,6,0,Lowest
50,12,Yes,12,1,Mid-low
51,11,Yes,6,1,Mid-high
54,16,Yes,6,0,Lowest
59,19,Yes,9,1,Lowest
28,12,Yes,10,1,Mid-low
58,13,Yes,8,0,Mid-high
60,14,Yes,3,1,Lowest
31,14,Yes,3,1,Highest
79,11,No,0,0,Lowest
35,9,Yes,9,0,Lowest
61,11,Yes,6,0,Mid-low
19,13,Yes,9,1,Mid-high
48,15,No,5,0,Lowest
65,12,Yes,3,1,Lowest
49,13,Yes,5,0,Mid-low
50,13,Yes,7,0,Mid-high
80,13,Yes,7,0,Lowest
35,14,Yes,6,0,Lowest
66,12,No,0,0,Lowest
40,15,Yes,12,1,Highest
72,13,Yes,0,0,Mid-low
51,10,Yes,2,1,Mid-low
67,12,No,0,0,Lowest
62,14,Yes,4,0,Mid-high
48,13,Yes,7,1,Lowest
38,20,Yes,11,1,Lowest
54,13,Yes,3,0,Lowest
57,13,Yes,3,0,Mid-high
30,12,Yes,9,1,Mid-low
61,12,No,0,0,Lowest
58,13,Yes,9,1,Mid-high
52,15,Yes,12,1,Mid-high
59,9,Yes,6,1,Lowest
64,13,Yes,6,1,Lowest
33,18,Yes,9,0,Highest
37,17,Yes,12,1,Mid-low
45,13,Yes,6,0,Mid-low
45,12,Yes,12,1,Mid-high
68,13,Yes,9,0,Mid-low
22,14,Yes,9,1,Lowest
37,13,Yes,8,0,Mid-high
33,13,Yes,0,1,Lowest
29,18,Yes,8,1,Mid-high
77,12,No,0,0,Lowest
81,12,No,0,0,Lowest
58,11,Yes,6,0,Mid-high
74,13,No,0,0,Lowest
67,12,Yes,6,1,Lowest
35,13,Yes,5,0,Mid-low
51,15,Yes,12,1,Mid-high
71,14,No,0,0,Lowest
63,13,Yes,9,1,Mid-high
73,14,Yes,12,1,Lowest
65,25,Yes,12,1,Lowest
24,13,Yes,12,1,Mid-high
54,15,Yes,8,0,Highest
50,12,Yes,6,1,Mid-high
33,12,Yes,2,1,Mid-low
25,15,Yes,12,1,Mid-low
62,13,Yes,6,0,Mid-low
28,20,Yes,7,1,Lowest
18,12,Yes,9,1,Mid-high
60,13,No,0,0,Lowest
51,10,Yes,6,1,Highest
56,14,Yes,9,1,Mid-high
57,12,Yes,3,1,Mid-low
71,12,Yes,1,0,Mid-low
29,12,Yes,7,1,Mid-high
53,12,Yes,9,1,Mid-high
50,11,Yes,2,0,Mid-high
51,12,Yes,3,0,Mid-high
21,14,Yes,12,1,Highest
27,9,Yes,6,1,Lowest
72,10,Yes,2,0,Lowest
36,13,Yes,9,1,Mid-high
46,19,Yes,10,1,Highest
53,12,Yes,3,0,Mid-high
47,17,Yes,6,1,Highest
33,18,Yes,999,1,Mid-low
48,13,Yes,6,0,Mid-low
71,12,Yes,0,0,Lowest
23,13,Yes,3,1,Mid-high
72,11,No,0,0,Mid-low
54,11,Yes,0,0,Mid-high
63,15,Yes,3,0,Lowest
65,12,Yes,0,0,Lowest
42,11,Yes,9,1,Mid-high
53,17,Yes,5,1,Mid-low
19,12,Yes,9,0,Highest
26,15,Yes,9,1,Highest
48,15,Yes,8,0,Mid-high
55,13,Yes,4,1,Mid-high
56,18,Yes,12,1,Mid-high
53,12,Yes,4,0,Lowest
67,18,Yes,5,1,Lowest
67,11,Yes,1,0,Lowest
70,12,Yes,0,0,Lowest
22,12,Yes,3,1,Mid-low
33,16,Yes,9,1,Mid-low
19,12,Yes,7,1,Mid-high
51,15,Yes,9,1,Mid-high
41,16,Yes,12,1,Mid-high
28,19,Yes,7,1,Mid-high
54,12,Yes,9,1,Lowest
68,13,Yes,6,1,Lowest
40,13,Yes,6,0,Mid-low
35,20,Yes,9,1,Mid-high
58,12,Yes,0,0,Lowest
20,14,Yes,12,1,Highest
34,13,Yes,6,1,Mid-high
49,13,Yes,8,0,Mid-high
27,20,Yes,6,1,Highest
54,16,Yes,9,1,Mid-high
61,12,Yes,3,1,Highest
68,12,Yes,0,0,Lowest
36,13,Yes,12,1,Mid-low
59,9,Yes,9,0,Mid-low
71,11,No,0,0,Lowest
21,14,Yes,8,0,Mid-high
71,13,Yes,8,1,Mid-high
36,17,Yes,10,1,Mid-high
77,10,Yes,7,1,Lowest
30,16,Yes,12,1,Mid-high
29,13,Yes,0,1,Mid-high
23,16,Yes,9,1,Highest
26,15,Yes,9,1,Mid-high
61,12,Yes,999,0,Mid-low
63,14,Yes,3,0,Mid-high
65,11,Yes,3,0,Lowest
40,15,Yes,4,0,Mid-high
66,13,Yes,6,1,Lowest
33,15,Yes,12,1,Mid-high
28,13,Yes,9,1,Mid-low
61,13,Yes,12,1,Mid-high
40,19,Yes,12,1,Highest
59,13,Yes,8,0,Lowest
57,13,No,0,0,Mid-low
38,13,Yes,8,1,Mid-high
29,12,Yes,1,1,Mid-high
19,12,Yes,2,1,Mid-low
50,9,Yes,4,1,Lowest
50,12,Yes,9,1,Mid-low
55,13,Yes,12,1,Mid-high
28,13,Yes,4,1,Mid-high
59,13,Yes,11,1,Mid-high
21,16,Yes,11,1,Mid-high
66,12,Yes,3,0,Mid-low
