Sserial,Sex,Age,Married,Children,Education,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
290704,2,38,2,2,1,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,8,2.8,4.166666667,0.412441526
290705,2,44,1,1,1,-1,1,3,2,1,5,2,2,5,2,2,-1,-1,-1,-1,8,3,2.833333333,0.922153255
290706,1,42,4,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,4,1,2,2.166666667,0.910062873
290719,2,40,1,1,3,-1,1,3,2,3,3,4,2,2,4,4,-1,-1,-1,-1,1,3,3.5,1.183968345
290726,2,35,1,1,2,-1,1,3,2,3,1,4,2,1,4,3,-1,-1,-1,-1,2,1.8,3.833333333,0.940731279
290740,2,42,1,2,1,-1,1,3,3,2,4,2,2,4,2,1,-1,-1,-1,-1,2,2.6,2.833333333,0.891572519
290747,1,43,1,1,4,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,4,5,3.4,3.5,1.096626801
290748,1,38,4,2,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,1,2,2,4.166666667,0.562800116
290766,1,41,1,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,4,2,2.4,3.166666667,1.284529686
290772,1,36,4,2,2,-1,8,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.709637988
290775,1,39,1,1,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,4,2.8,3.5,1.138453335
290785,2,37,4,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,3.4,3.166666667,0.468100618
290789,1,36,1,2,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1,-1,1.265640446
290790,2,44,4,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,0.571598936
290794,2,41,4,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,0.455084131
290796,2,39,1,2,4,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,5,2,2,1.8,3.666666667,0.759181165
290805,2,41,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4,3.666666667,0.898253916
290807,2,40,1,1,1,-1,2,3,3,2,4,2,2,4,3,2,-1,-1,-1,-1,1,3.8,3.166666667,0.877355544
290818,1,42,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.666666667,1.016043492
290842,1,37,1,1,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,1,2.4,4.5,1.058333213
290845,2,35,1,1,1,-1,1,3,3,2,2,4,2,5,5,1,-1,-1,-1,-1,2,1.4,4.333333333,0.872000955
290855,1,37,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,1,3,3.666666667,1.137777744
290857,1,38,4,2,2,5,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,3,-1,-1,0.770949885
290872,1,43,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.553089468
290881,2,40,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,2,4,1.12443739
290888,1,43,4,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,1,3,3.2,3.5,1.266952475
290893,2,42,1,2,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.2,2.833333333,0.927779829
290895,1,40,1,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,1,4,2.833333333,0.620754563
290900,1,43,1,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,1.6,3.666666667,1.267718522
290901,1,42,1,1,4,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,2,4,5,4,3,1.8,3.166666667,1.195397374
290908,2,41,1,2,1,-1,1,3,3,3,4,4,2,4,4,2,-1,-1,-1,-1,6,1.2,2.166666667,0.929343803
290910,2,42,1,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,2,3.833333333,1.187394895
290920,1,40,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,4,3,1,1.4,4,1.268053725
290922,1,37,1,1,1,-1,1,3,4,2,3,4,1,4,3,4,-1,-1,-1,-1,2,2.6,3.666666667,1.073323894
290927,2,43,4,1,1,-1,1,3,4,2,3,2,2,3,2,3,-1,-1,-1,-1,2,2.2,2.333333333,0.629128575
290933,2,44,1,1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,3,1,2.2,2.5,0.774993838
290934,2,36,1,1,2,-1,2,3,3,3,2,4,3,4,3,3,-1,-1,-1,-1,2,2.4,4.333333333,0.74152998
290942,1,43,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.2,2.5,1.090532784
290951,2,37,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,3.6,3,0.893249387
290965,2,41,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,4,5,5,2,4,3,0.447093065
290966,1,37,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.652289104
290973,1,37,2,2,2,-1,1,2,4,3,3,2,1,2,4,1,-1,-1,-1,-1,4,9,9,0.593565633
290976,1,36,4,1,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,2,2,3.166666667,0.727768687
290997,2,40,4,2,8,5,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,0.42392236
290998,1,42,1,1,1,-1,1,3,4,2,4,2,1,4,2,1,-1,-1,-1,-1,3,3.2,2.5,1.067558736
291011,2,35,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.4,3.5,0.942017464
291012,1,43,4,2,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,2,2,3,3.666666667,0.890430722
291015,2,41,4,1,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,5,2.6,3.5,0.675421547
291018,1,41,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,3,8,2.6,3.666666667,0.985924936
291020,2,39,1,1,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,0.624866531
291032,1,42,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.2,1.833333333,1.043974713
291060,2,43,1,1,3,-1,8,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.350341682
291088,2,40,1,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.049237918
291089,2,38,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.8,2.166666667,1.020555506
291091,1,37,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4.4,4,1.067558736
291097,1,43,4,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2,2.833333333,1.406134794
291102,1,41,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,3,1,2.2,3.5,1.557075077
291105,2,36,1,2,2,3,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2,4.333333333,1.316369448
291116,1,37,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,4,3,2,2,2.333333333,1.378373728
291117,2,37,1,1,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,2.6,3.333333333,0.745877101
291122,1,35,4,2,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,0.628602866
291133,2,38,1,1,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,2.2,2.5,0.634847887
291146,1,35,1,1,4,-1,8,8,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,1.137576637
291152,2,35,2,1,2,-1,5,3,3,3,8,4,1,4,2,2,-1,-1,-1,-1,2,2,2,0.564553938
291154,2,44,2,2,8,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2,4.666666667,0.49649491
291161,1,42,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,1,1.8,3.5,1.115759706
291165,1,38,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,8,-1,-1,1.393207022
291176,1,39,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2,3.666666667,1.039862513
291187,2,38,1,1,3,-1,1,3,3,2,2,2,2,4,2,1,-1,-1,-1,-1,1,2.4,3,0.414900264
291202,2,39,1,1,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,8,5,2.6,5,0.986466276
291215,1,38,4,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,3,1,4.5,0.557766803
291221,1,40,1,1,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,8,3,4.5,0.903798468
291228,1,43,4,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,1,-1,-1,0.868505461
291229,2,41,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,0.887468211
291230,1,43,1,2,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,1,5,2,5,2.4,3.166666667,1.826478981
291231,2,40,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,3,5,8,8,2.8,3.333333333,1.728529007
291233,1,35,4,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,2.8,2.666666667,1.03573623
291245,2,39,2,1,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,-1,-1,0.370819658
291249,2,41,1,1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,2,8,2.8,3.833333333,1.073302151
291255,2,38,4,1,1,-1,1,3,4,1,5,9,4,5,1,1,-1,-1,-1,-1,4,2.2,2,0.42439638
291261,1,36,1,1,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1.125337843
291266,1,42,4,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,4,1.6,4,0.60235892
291270,2,37,4,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3.4,3.5,0.961379409
291276,1,39,1,1,3,-1,1,3,2,5,1,2,2,3,1,2,-1,-1,-1,-1,1,2.6,4,0.910342441
291281,1,39,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,1.491536305
291284,2,38,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,8,3.4,3.5,0.507965298
291286,1,36,1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,3,2,2.833333333,1.301034123
291296,1,44,1,1,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,4,5,3.2,4.5,0.930448844
291300,2,39,4,2,4,-1,5,8,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,0.814186177
291308,2,44,1,1,1,-1,1,3,2,3,2,4,2,4,3,3,-1,-1,-1,-1,2,4,4.166666667,0.954853233
291318,2,38,4,1,2,-1,4,3,4,2,3,3,3,3,4,4,-1,-1,-1,-1,8,3,3.333333333,1.145786491
291324,2,37,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,2,2.2,2.5,0.958584267
291326,2,39,1,1,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,5,2.4,3.666666667,0.99150369
291331,2,40,2,1,3,-1,5,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,6,3,3.5,1.568240168
291336,1,38,2,1,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,3,5,1.8,3.833333333,0.536378239
291342,1,40,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,5,1,1,1,3.5,1.816506137
291352,1,37,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,3,3,1.8,2.166666667,0.549877838
291358,1,37,4,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,4,4,2.6,3.666666667,0.545856209
291362,2,38,1,1,1,-1,2,3,4,2,4,4,2,4,4,3,-1,-1,-1,-1,2,2.6,3.833333333,1.311446012
291366,2,43,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.6,3.833333333,0.494411109
291370,1,35,1,1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.6,4.166666667,1.10884068
291372,2,39,2,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,0.506181493
291374,2,42,2,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,4,2,1,2.6,4.833333333,0.331213576
291375,1,35,2,2,2,-1,5,3,2,3,1,3,2,3,2,2,-1,-1,-1,-1,2,2,3.5,0.645484444
291381,1,35,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,1,3.2,3.333333333,1.40957798
291388,2,39,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,5,2,2,2.6,4.333333333,0.461647023
291393,2,41,2,1,3,1,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,0.432060715
291413,1,36,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,2,2.8,2.5,0.62432434
291415,2,38,4,1,2,-1,1,3,3,3,3,4,3,3,4,4,-1,-1,-1,-1,2,3.8,3,0.527381408
291418,2,41,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,0.806778506
291421,2,41,1,1,1,1,8,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,4,2,3.2,3.333333333,1.142065593
291427,2,43,1,1,3,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,5,3.2,4.833333333,0.854916722
291434,1,41,1,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,5,2.4,3.833333333,0.946560662
291437,1,38,4,2,4,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,2,9,9,0.57503806
291440,1,35,1,1,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.204946029
291446,2,38,1,2,8,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.026792519
291449,2,42,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,5,2.4,3.666666667,0.908999848
291454,1,40,1,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,4,-1,-1,1.121472789
291456,2,41,4,1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,8,-1,-1,1.029074951
291469,2,44,1,1,3,-1,5,2,3,2,2,3,3,3,2,3,-1,-1,-1,-1,6,2.6,3.666666667,1.276221176
291471,1,43,1,1,3,-1,5,3,3,3,2,4,2,2,3,4,-1,-1,-1,-1,6,2,3.5,1.100547722
291473,1,43,1,1,3,-1,5,3,4,3,3,3,2,4,2,3,-1,-1,-1,-1,1,3.2,3.666666667,1.034677615
291474,1,41,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,2,3.333333333,1.042860231
291475,1,40,1,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,0.807721749
291478,2,43,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,0.985319759
291479,2,39,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,2,2.4,2.666666667,0.877355544
291480,2,42,1,1,4,-1,5,3,4,2,3,2,2,4,2,4,-1,-1,-1,-1,1,2.6,4,0.99878036
291493,2,37,2,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,-1,-1,0.925963989
291497,2,37,1,1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,2.333832602
291502,1,40,1,2,3,5,3,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,4,1.8,4.666666667,1.393769718
291516,2,39,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,3,5,3,5,2.6,3.666666667,0.798031337
291517,2,36,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,0.89418613
291518,1,41,1,1,1,-1,1,3,2,2,2,5,1,2,2,3,-1,-1,-1,-1,2,2.6,3.833333333,1.044421806
291520,2,35,1,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,5,1.4,4.166666667,0.981033767
291522,1,41,1,2,3,-1,4,1,9,9,9,9,9,9,9,3,-1,-1,-1,-1,2,2,3.5,0.925631262
291525,2,38,1,2,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,8,-1,-1,1.190729596
291538,1,43,4,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,0.684243696
291542,2,41,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.6,2.333333333,0.730420214
291544,1,40,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.4,2.666666667,1.006730067
291549,2,38,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,3,2.8,3,0.800143381
291555,1,44,1,1,2,1,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,4,1,3,3.833333333,1.593701547
291571,2,43,1,1,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,4,2,2.4,3.666666667,1.203152861
291576,1,36,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,3,2.8,1.833333333,0.452770477
291581,1,38,2,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,2,2.8,3.666666667,0.619361403
291590,1,43,4,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,4,1,2.4,3.833333333,1.902080666
291597,2,37,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.6,3,0.929343803
291598,1,37,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4,1.833333333,1.252089391
291606,1,35,1,2,3,4,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,5,1,2,2,3.2,3.333333333,1.03838768
291610,2,42,1,1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,3.6,2.833333333,0.944843402
291612,2,39,2,1,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,9,9,1,2,2.4,4,0.652072136
291616,2,36,1,1,2,-1,1,3,1,2,2,5,1,5,5,3,-1,-1,-1,-1,2,2.8,4.5,0.822554579
291625,1,41,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.6,2.833333333,0.797926798
291626,1,35,1,1,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,2.8,3,1.420731619
291641,2,38,2,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,4,5,2,8,3.2,3.833333333,0.385858237
291658,1,40,1,1,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.195397374
291664,2,37,2,1,2,-1,5,3,2,3,2,4,1,3,3,3,-1,-1,-1,-1,2,2.8,4,0.559272123
291670,2,44,1,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,2,2.2,2.833333333,0.869054461
291680,2,37,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,0.635401065
291687,2,40,1,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.8,2.5,0.689045107
291698,2,44,1,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,0.997958678
291700,1,43,1,1,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,4,3,1,3,4.166666667,1.067252936
291701,1,40,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,3.2,3.666666667,1.160758137
291702,2,39,1,1,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,-1,-1,1.214570902
291707,2,40,1,1,2,5,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,3,3.6,3.5,1.077147396
291709,1,40,1,2,2,-1,8,3,4,4,2,5,2,3,4,2,-1,-1,-1,-1,1,3,4.333333333,1.19405834
291714,2,42,4,2,3,-1,1,3,8,2,4,5,2,4,2,4,-1,-1,-1,-1,5,3.2,3.5,0.567143369
291715,2,38,4,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2.4,3.166666667,0.565287524
291719,2,38,1,1,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,0.89418613
291721,1,42,1,2,4,-1,5,3,3,3,2,4,1,5,2,3,-1,-1,-1,-1,8,4,3.166666667,1.983994575
291729,2,35,1,1,1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,3,2,9,2,8,5,2.4,3.8,1.077147396
291750,1,40,1,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,-1,-1,1.40957798
291754,1,35,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,-1,-1,1.391784032
291755,2,41,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,1,4,3.666666667,0.892452466
291756,2,44,4,1,3,2,5,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2.2,4.5,0.527353707
291759,1,36,4,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,4,3,2.6,4,0.56962536
291763,2,37,4,2,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.4,3.666666667,0.921182388
291777,2,40,1,2,2,-1,1,3,3,3,2,3,2,3,2,3,-1,-1,-1,-1,1,4.4,3.833333333,0.943892808
291778,1,42,1,1,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.333333333,1.031644148
291797,2,43,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,2.8,4.833333333,0.774167359
291800,1,43,1,1,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,1,2.6,3.333333333,1.243503323
291806,1,36,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,4,1,4.6,2.333333333,1.301549928
291809,1,42,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,1.126095146
291813,1,36,1,1,1,-1,1,3,5,2,4,2,2,2,2,1,-1,-1,-1,-1,3,2.6,1.833333333,1.370304239
291818,2,40,3,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,6,-1,-1,0.577951939
291821,2,38,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,1.4,2.166666667,0.712910942
291823,1,41,1,2,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1.336940044
291830,2,43,2,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,2,3.2,3.666666667,0.475026066
291831,2,37,1,1,3,-1,5,2,3,3,3,3,3,3,3,5,-1,-1,-1,-1,2,2.4,4.666666667,1.12775205
291846,2,36,1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,3,2.4,3,0.800143381
291848,2,42,1,1,1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,3,2.4,3.333333333,0.843351817
291852,2,39,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4,2.666666667,1.055973867
291869,1,35,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,1.6,2.166666667,1.391042282
291871,1,44,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,-1,-1,1.199562269
291880,1,36,2,2,4,-1,4,3,3,3,3,4,2,4,2,4,-1,-1,-1,-1,4,2,3.666666667,0.611999578
291887,2,39,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,3.8,3.833333333,0.898934923
291898,2,36,1,1,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,2,2,2.166666667,0.976922882
291901,1,38,1,1,1,-1,1,3,4,2,4,5,1,1,4,3,-1,-1,-1,-1,1,1.2,4.5,1.251041996
291908,2,36,2,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,5,2,8,5,3,5,3.2,3.833333333,0.451408036
291914,2,38,4,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.6,3.5,0.403647233
291929,1,41,1,1,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,1.8,3.5,1.625980431
291945,1,37,2,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,0.507820446
291949,1,35,2,2,2,5,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,5,3.2,3,0.550952393
291952,1,44,4,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,0.632122966
291953,2,40,1,2,1,-1,3,3,4,2,2,2,1,4,2,4,-1,-1,-1,-1,2,1.4,3.166666667,1.337820921
291956,2,41,1,1,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,4.2,2.5,0.908999848
