Sserial	Rsex	RAgeCat	Married	ChildHh	HEdQual3	eq_inc_quintiles	RClassGp	CCBELIEV	carallow	carreduc	carnod2	cartaxhi	carenvdc	plnenvt	plnuppri	Politics	Voted	actchar	actpol	govnosa2	PartyId2	leftrigh	libauth	WtFactor
290829	1	7	1	2	4	3	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	1	5	9	2	1.2	4.833333333	0.857058713
290830	1	2	4	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	-1	-1	1.463505652
290831	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	2	1	2	4	0.65368184
290832	1	7	2	2	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	0.562963772
290833	2	7	2	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	2	5	4	3	2.4	3	0.688859321
290834	2	1	4	1	1	-1	4	3	3	3	1	4	1	4	3	3	-1	-1	-1	-1	2	3	3.166666667	1.000039462
290835	2	7	2	2	4	3	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.6	3.833333333	0.637860733
290836	2	6	1	2	4	-1	5	2	2	4	3	8	4	2	2	4	-1	-1	-1	-1	5	1.75	3.833333333	0.910281235
290837	2	7	1	2	3	-1	2	3	3	2	4	3	2	3	3	2	-1	-1	-1	-1	3	2.2	3.666666667	1.246102001
290838	1	4	1	1	2	-1	3	3	3	2	2	3	2	3	2	1	-1	-1	-1	-1	2	1.8	2.666666667	1.785595767
290839	1	6	4	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	1	3	4	0.37218384
290840	2	7	2	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	2	1	3.4	3.833333333	1.883009664
290841	1	7	1	2	4	-1	2	3	4	2	2	3	2	4	2	2	-1	-1	-1	-1	1	2.6	4.166666667	0.845831719
290842	1	3	1	1	3	2	1	2	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	1	1	2.4	4.5	1.058333213
290843	1	2	2	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	2.2	3.833333333	0.877874289
290844	1	4	4	2	2	3	4	3	-1	-1	-1	-1	-1	-1	-1	5	2	3	5	3	2	3.2	3.5	0.490562227
290845	2	3	1	1	1	-1	1	3	3	2	2	4	2	5	5	1	-1	-1	-1	-1	2	1.4	4.333333333	0.872000955
290846	2	7	1	2	4	2	3	1	-1	-1	-1	-1	-1	-1	-1	2	1	9	9	3	1	4	3.5	1.194031567
290847	2	7	2	1	2	2	1	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2	3.666666667	1.122401872
290848	1	2	4	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.8	3	0.790835141
290849	2	7	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	1	5	3	1	2.2	3.666666667	1.290235496
290850	1	7	3	2	3	-1	4	1	5	1	2	1	1	5	1	3	-1	-1	-1	-1	1	1.6	4.666666667	0.425034481
290851	2	7	2	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	4	2.8	2.666666667	0.57268088
290852	1	4	4	2	3	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	1	2	5	5	2	4	2.2	4	0.551370701
290853	2	7	4	2	3	1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	0.540652586
290854	1	1	4	2	3	5	3	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	1	5	2.2	3.5	1.95396044
290855	1	3	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	4	1	3	3.666666667	1.137777744
290856	2	4	1	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	4	4	2	2	1.2	1.833333333	1.164979828
290857	1	3	4	2	2	5	5	3	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	3	-1	-1	0.770949885
290858	1	4	4	2	3	-1	5	3	8	8	8	8	8	3	3	5	-1	-1	-1	-1	2	3.2	3.333333333	0.572634453
290859	2	1	3	2	2	-1	1	3	9	9	9	9	1	9	1	2	-1	-1	-1	-1	1	3.6	3	0.7301237
290860	1	7	4	2	1	-1	1	3	4	4	8	2	2	4	2	2	-1	-1	-1	-1	1	2.4	2.5	0.541587588
290861	2	5	1	2	2	3	1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	1	2	1.8	3.833333333	1.15544572
290862	1	7	1	2	4	2	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	2.4	3.666666667	0.798975508
290863	2	2	1	2	2	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	6	-1	-1	1.278071062
290864	2	1	4	1	3	-1	5	2	3	3	2	4	3	3	3	4	-1	-1	-1	-1	2	2.2	4	1.007186445
290865	2	2	1	1	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	1.359738985
290866	2	2	2	1	8	2	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	2	2	3.8	3.833333333	1.138605616
290867	2	2	1	2	1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	3	5	2.4	3.5	1.036782231
290868	1	4	4	2	1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	4	3	2	1.833333333	0.522615283
290869	1	7	2	2	3	2	8	3	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	2	2	3.666666667	0.552243994
290870	2	1	4	2	1	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	-1	-1	1.94954507
290871	2	4	2	2	2	-1	1	3	2	3	3	4	3	2	4	3	-1	-1	-1	-1	1	3.4	3	0.45185923
290872	1	3	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	-1	-1	1.553089468
290873	1	4	1	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	3	1	4	3.833333333	0.834081646
290874	2	4	1	1	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	1	5	4	1	3.6	3	1.373969037
290875	2	7	3	2	4	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	4.4	4.666666667	0.539862126
290876	1	2	1	1	2	4	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	3.2	3.5	1.250857448
290877	2	5	1	2	4	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	9	9	2	5	9	3.833333333	1.07842414
290878	1	4	1	1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	5	5	4	1	3.8	3.5	1.301267651
290879	2	7	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	3	4	3.5	1.077526395
290880	1	5	4	2	3	-1	5	3	3	2	2	4	2	4	2	2	-1	-1	-1	-1	2	2	3.833333333	0.594370562
290881	2	3	1	1	2	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	2	2	4	1.12443739
290882	1	4	2	2	4	3	3	-1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	5	-1	-1	0.396046464
290883	2	4	1	1	2	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	2	4	5	4	1	3.6	3.833333333	1.168469596
290884	1	4	1	1	4	3	3	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	5	2	3	4	2.358108233
290885	2	4	2	2	1	2	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	-1	-1	0.488908534
290886	1	7	2	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	2.2	3.5	0.494235924
290887	1	7	1	2	1	-1	1	3	2	1	4	4	2	9	9	1	-1	-1	-1	-1	1	2.8	3.666666667	0.756330465
290888	1	3	4	1	2	2	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	1	3	3.2	3.5	1.266952475
290889	2	7	1	2	3	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	4	1.8	2.666666667	1.152634561
290890	2	4	4	1	3	1	2	1	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	1.425466407
290891	2	7	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.4	3.833333333	1.298626415
290892	2	5	1	2	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	1	5	1	2	1.4	4.5	1.165813581
290893	2	3	1	2	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	3.2	2.833333333	0.927779829
290894	2	2	4	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	8	2.4	2.833333333	1.630964377
290895	1	3	1	2	1	5	1	2	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	1	4	2.833333333	0.620754563
290896	1	4	4	2	4	1	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	2	3.5	0.505151315
290897	2	7	1	1	2	-1	2	2	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	3	3.4	3.666666667	1.580409168
290898	1	5	4	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	4	-1	-1	1.328563982
290899	1	5	1	2	4	-1	5	1	3	3	2	4	3	3	2	5	-1	-1	-1	-1	5	3	4.166666667	0.988927452
290900	1	3	1	1	2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	2	2	1.6	3.666666667	1.267718522
290901	1	3	1	1	4	1	2	3	-1	-1	-1	-1	-1	-1	-1	2	2	4	5	4	3	1.8	3.166666667	1.195397374
290902	2	7	1	2	3	2	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	1	3	3.666666667	1.030043729
290903	2	7	1	2	2	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	1	2.4	3.833333333	0.959676309
290904	2	4	1	2	2	4	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	2	3	2	1	2.6	4.5	1.250640479
290905	1	4	1	1	2	1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	3	5	2	4	2.8	3.833333333	1.155134581
290906	2	2	1	1	1	-1	5	2	4	2	3	4	3	3	2	4	-1	-1	-1	-1	5	3	3.666666667	1.543134266
290907	2	7	3	2	4	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	3	2	2.6	3.666666667	0.702346539
290908	2	3	1	2	1	-1	1	3	3	3	4	4	2	4	4	2	-1	-1	-1	-1	6	1.2	2.166666667	0.929343803
290909	1	7	1	2	4	3	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	5	1.8	4.166666667	0.889780279
290910	2	3	1	1	3	-1	5	2	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	3	2	3.833333333	1.187394895
290911	2	5	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	2	3	3.666666667	1.642757781
290912	2	4	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	5	-1	-1	0.613957524
290913	1	7	2	2	4	4	5	3	-1	-1	-1	-1	-1	-1	-1	1	1	8	3	2	2	1.4	2.5	0.503368786
290914	2	1	1	1	3	2	4	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	8	2	4.666666667	1.874906592
290915	2	2	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	3.2	3.333333333	1.133150126
290916	1	7	1	2	4	-1	5	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	0.761725214
290917	2	7	2	1	3	-1	1	3	4	2	3	4	4	4	3	3	-1	-1	-1	-1	1	3.4	3	1.599988391
290918	1	7	1	2	4	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	0.931068336
290919	2	6	2	2	2	2	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	4	2	3	3	0.50060328
290920	1	3	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	4	4	3	1	1.4	4	1.268053725
290921	1	2	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	1.582941919
290922	1	3	1	1	1	-1	1	3	4	2	3	4	1	4	3	4	-1	-1	-1	-1	2	2.6	3.666666667	1.073323894
290923	2	2	4	1	2	-1	1	3	2	2	2	4	2	3	2	4	-1	-1	-1	-1	5	3.6	4.666666667	0.639059325
290924	2	7	4	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	5	1	2	1.8	3.333333333	0.685803414
290925	1	7	1	2	8	5	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	5	4	1	3	3.666666667	0.681726189
290926	2	2	1	1	3	1	5	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	8	3	3.166666667	1.044548784
290927	2	3	4	1	1	-1	1	3	4	2	3	2	2	3	2	3	-1	-1	-1	-1	2	2.2	2.333333333	0.629128575
290928	2	5	1	2	1	-1	1	3	4	2	2	3	8	4	2	3	-1	-1	-1	-1	1	3.4	3.666666667	0.904031687
290929	1	2	4	2	3	3	4	3	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	3	3.166666667	0.615358616
290930	2	5	1	2	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	1.029863051
290931	2	4	1	2	3	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	2	8	2	3.666666667	0.979309466
290932	2	2	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	2	1.8	3.5	0.633330379
290933	2	3	1	1	2	1	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	3	5	3	1	2.2	2.5	0.774993838
290934	2	3	1	1	2	-1	2	3	3	3	2	4	3	4	3	3	-1	-1	-1	-1	2	2.4	4.333333333	0.74152998
290935	2	6	2	2	3	3	4	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	3.4	2.333333333	0.492488757
290936	1	4	1	2	3	4	4	-1	-1	-1	-1	-1	-1	-1	-1	2	2	5	5	1	6	1.6	5	1.098097998
290937	2	7	3	2	4	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	3	3	3	0.567108897
290938	2	7	3	2	3	2	2	-1	-1	-1	-1	-1	-1	-1	-1	5	2	1	5	4	5	3.6	4.5	0.496019807
290939	1	7	1	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	-1	-1	0.601222463
290940	1	7	3	2	4	-1	5	2	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	2.4	3.666666667	0.450276105
290941	1	2	4	2	1	3	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	6	-1	-1	0.787495719
290942	1	3	1	1	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	3.2	2.5	1.090532784
290943	2	7	2	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	2	5	4	1	2.4	3.166666667	0.642938848
290944	1	6	1	2	8	1	5	2	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	-1	5	1.8	3.5	0.832723268
290945	2	4	1	2	4	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.6	4.166666667	1.039032319
290946	1	4	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	1	2.8	4.166666667	1.472530301
290947	2	4	1	1	2	-1	3	3	2	2	2	4	2	4	2	3	-1	-1	-1	-1	1	3.4	3.833333333	1.020446635
290948	1	2	4	2	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	4	3	2	2	2.8	3.833333333	1.079266637
290949	2	1	4	2	3	-1	-1	3	4	2	3	1	2	5	1	2	-1	-1	-1	-1	2	2	2.833333333	1.869354843
290950	2	4	4	1	3	-1	5	2	-1	-1	-1	-1	-1	-1	-1	5	2	8	5	3	2	2.6	3.666666667	0.689885514
290951	2	3	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	3	3.6	3	0.893249387
290952	1	2	1	1	2	-1	4	3	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	2	2	2.2	3.5	1.481387657
290953	2	6	1	1	1	2	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2.4	2.833333333	1.049217799
290954	1	7	2	2	4	5	3	3	-1	-1	-1	-1	-1	-1	-1	3	1	1	9	2	1	2	4	0.45807299
290955	1	5	1	2	3	4	2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	4	1	2	1.4	4.333333333	0.920501303
290956	1	4	1	2	2	-1	1	3	4	2	4	4	3	4	1	2	-1	-1	-1	-1	1	4	2.833333333	0.89513479
290957	2	2	4	2	2	-1	2	3	3	2	3	4	2	3	3	5	-1	-1	-1	-1	2	2	4.166666667	0.582626564
290958	2	5	3	2	3	4	5	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	4	2.4	3.166666667	0.561325515
290959	1	2	1	1	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	2.4	4.333333333	1.154314911
290960	1	7	3	2	3	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	4	1	2	5	1	2	3	3	0.370830413
290961	2	4	1	1	2	5	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	4	5	5	1	3.4	3.333333333	0.933727292
290962	2	7	1	2	3	-1	2	1	-1	-1	-1	-1	-1	-1	-1	5	2	5	5	2	5	1.8	4	1.120241311
290963	1	6	2	2	4	3	5	3	-1	-1	-1	-1	-1	-1	-1	2	2	5	5	3	2	2.2	4.166666667	0.374424565
290964	1	7	1	2	4	5	1	2	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	1	1	3.2	3.833333333	0.895198086
290965	2	3	4	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	4	5	5	2	4	3	0.447093065
290966	1	3	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.652289104
290967	1	7	1	2	1	-1	1	3	5	1	1	2	1	5	5	2	-1	-1	-1	-1	2	1.4	2.833333333	0.959703547
290968	2	2	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	2.2	5	1.005984139
290969	2	4	1	1	1	1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	3	2	3.4	3.5	0.781979332
290970	2	2	4	2	1	5	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	4	5	4	2	2.8	3.333333333	2.217927578
290971	2	4	1	1	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	4	2	3.2	3	1.134057388
290972	2	2	4	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	1	4	1.4	4.333333333	0.853536291
290973	1	3	2	2	2	-1	1	2	4	3	3	2	1	2	4	1	-1	-1	-1	-1	4	9	9	0.593565633
290974	2	7	2	2	4	-1	3	2	3	3	3	4	3	3	3	5	-1	-1	-1	-1	5	2.4	3.833333333	0.516510819
290975	1	7	4	2	2	-1	4	3	3	2	1	4	2	8	8	2	-1	-1	-1	-1	1	2	4.166666667	0.374534288
290976	1	3	4	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	2	2	3.166666667	0.727768687
290977	2	1	4	2	3	5	5	2	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	-1	-1	2.97724106
290978	1	1	4	2	1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1	1	4	5	5	2	1.2	2.333333333	1.072530224
290979	2	2	4	2	1	5	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	-1	-1	1.861805028
290980	2	4	2	1	1	-1	1	8	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	0.474477569
290981	1	5	3	2	2	4	5	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	1	2.8	3.333333333	0.506620809
290982	2	4	4	2	2	5	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	2	1	3.8	4.5	0.435178486
290983	1	2	4	2	2	3	3	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	3	1	2.2	3.5	0.587312332
290984	2	7	3	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	8	2.4	3.333333333	0.522760522
290985	2	2	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	1.6	2	1.627189392
290986	2	5	2	1	1	-1	2	3	3	2	2	3	2	3	3	3	-1	-1	-1	-1	2	2.6	2.666666667	1.030391236
290987	1	4	1	2	2	-1	4	2	3	4	2	4	3	3	4	2	-1	-1	-1	-1	2	2	4.5	1.186975271
290988	1	7	2	2	3	-1	4	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	-1	-1	0.906435294
290989	2	2	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	4	2	1.8	3.666666667	0.975980335
290990	2	1	4	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	2	-1	-1	1.189846863
290992	1	7	3	2	3	3	4	3	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	1	3.8	4.166666667	0.483374582
290994	2	2	4	2	1	-1	1	3	3	2	2	2	2	2	4	2	-1	-1	-1	-1	2	2.8	2.5	0.539717042
290995	2	6	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	1	4	3.333333333	1.148010579
290996	2	6	1	2	3	3	2	3	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	8	1.8	3.666666667	0.93860639
290997	2	3	4	2	8	5	-1	2	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0.42392236
290998	1	3	1	1	1	-1	1	3	4	2	4	2	1	4	2	1	-1	-1	-1	-1	3	3.2	2.5	1.067558736
290999	1	2	4	2	1	3	1	3	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	3	2.5	0.972351596
291000	1	2	4	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	0.551580203
291001	2	7	3	2	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	3	1	5	5	3	2	2.2	4	0.652102236
291002	1	7	1	2	3	5	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	2	5	4	1	2.6	3.333333333	1.120723456
291003	2	7	3	2	4	-1	1	3	3	2	2	4	2	4	2	2	-1	-1	-1	-1	1	4	3.5	0.531641169
291004	1	2	4	2	3	-1	5	3	3	2	1	3	2	3	3	5	-1	-1	-1	-1	5	1.6	3.333333333	1.034310145
291005	1	4	1	2	2	-1	3	3	2	2	2	5	1	3	4	1	-1	-1	-1	-1	1	4	3.166666667	1.074737289
291006	2	7	3	2	4	-1	4	3	5	2	2	4	2	4	8	3	-1	-1	-1	-1	2	2.6	3.833333333	0.579559321
291007	2	4	1	2	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	5	-1	-1	1.538759289
291008	1	7	1	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	-1	-1	0.841862436
291009	1	2	4	1	3	-1	1	3	4	2	4	4	2	4	3	3	-1	-1	-1	-1	2	3.4	4.5	1.430101376
291010	2	1	1	2	2	5	4	-1	-1	-1	-1	-1	-1	-1	-1	4	1	4	5	2	1	4.4	3.666666667	1.845998623
291011	2	3	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	2	2.4	3.5	0.942017464
291012	1	3	4	2	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	5	1	5	5	2	2	3	3.666666667	0.890430722
291013	2	7	3	2	3	-1	1	3	8	2	4	8	2	8	8	2	-1	-1	-1	-1	3	2.4	3.666666667	0.737628559
291014	1	7	1	2	3	-1	4	3	2	2	1	4	1	2	1	2	-1	-1	-1	-1	1	1.2	4	0.86736173
291015	2	3	4	1	3	3	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	3	5	2.6	3.5	0.675421547
291016	1	6	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	4	5	2	4	2.4	3.666666667	0.856727533
291017	1	4	1	2	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	4	3	2	1.2	3.666666667	1.563236878
291018	1	3	1	1	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	3	8	2.6	3.666666667	0.985924936
291019	1	5	1	2	2	-1	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	2	2	4	0.860769009
291020	2	3	1	1	4	2	5	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	2	-1	-1	0.624866531
291021	1	7	1	2	4	1	3	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	1	2.8	4.333333333	0.918622013
291022	2	2	1	1	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	5	2.8	3.666666667	1.043544102
291023	2	2	1	1	3	-1	4	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	1	-1	-1	1.340550832
291024	1	2	4	2	3	-1	5	2	2	2	2	3	1	1	1	5	-1	-1	-1	-1	5	2.4	4.666666667	0.549285197
291025	2	4	1	1	2	-1	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	8	5	4	2	2.2	3	1.194581108
291026	2	7	2	2	4	-1	4	1	-1	-1	-1	-1	-1	-1	-1	3	2	5	5	1	5	1.6	4	0.963580362
291027	1	7	1	2	3	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	3	5	4	3	3.2	3	0.717073593
291028	2	2	1	1	4	1	1	2	-1	-1	-1	-1	-1	-1	-1	2	2	-1	-1	-1	4	2.2	3.666666667	0.97513219
291029	2	6	2	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	1	5	1	2	1	2.333333333	1.311072429
291030	2	7	3	2	4	-1	5	3	-1	-1	-1	-1	-1	-1	-1	4	2	5	5	1	2	3	3.666666667	0.466476057
291031	2	5	1	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	2.4	3.166666667	0.939315254
291032	1	3	1	1	1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	3	3.2	1.833333333	1.043974713
291033	2	6	2	2	1	4	1	3	-1	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	3	3.2	3.166666667	0.358653715
291034	2	6	3	2	2	4	2	3	-1	-1	-1	-1	-1	-1	-1	1	1	5	5	2	1	3.6	3.333333333	0.451162746
291035	1	7	1	2	4	2	5	3	-1	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	2	9	9	0.694171197
291036	1	2	1	1	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	5	5	2	2	3	3.666666667	1.628340474
